City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
212,mariehamn,60.0973,19.9348,18.23,100,40,0.51,AX,1694380449
213,mahajanga,-15.7167,46.3167,24.17,63,2,4.38,MG,1694380449
214,ailuk,10.2197,169.9797,28.71,76,100,5.01,MH,1694380449
215,lai chau,22.3997,103.4517,19.92,95,24,0.74,VN,1694380449
216,port lincoln,-34.7333,135.8667,12.79,58,99,3.85,AU,1694380450
217,bandarbeyla,9.4942,50.8122,25.91,79,25,11.65,SO,1694380450
218,kani keli,-12.9536,45.1033,23.59,77,13,4.27,YT,1694380450
219,salinopolis,-0.6136,-47.3561,27.4,81,13,6.97,BR,1694380450
220,gwanda,-20.9333,29.0,19.8,21,0,1.99,ZW,1694380450
221,neryungri,56.6709,124.6491,1.25,98,97,1.47,RU,1694380451
222,shushtar,32.0455,48.8567,35.13,14,0,2.95,IR,1694380451
223,uturoa,-16.7333,-151.4333,26.24,74,1,2.59,PF,1694380451
224,magistral'nyy,56.1725,107.4458,2.22,92,20,1.06,RU,1694380451
225,bolivar,37.6145,-93.4105,30.56,40,36,3.22,US,1694380452
226,yaren,-0.5472,166.916,28.27,74,8,2.59,NR,1694380452
227,flying fish cove,-10.4217,105.6791,23.82,83,75,5.66,CX,1694380452
228,palamos,41.8484,3.1291,22.84,85,20,3.76,ES,1694380452
229,coahuayana de hidalgo,18.7,-103.6583,32.38,63,22,3.51,MX,1694380452
230,wynyard,-41.0,145.7167,6.66,82,85,2.23,AU,1694380453
231,luderitz,-26.6481,15.1594,13.17,81,0,1.64,NA,1694380453
232,urumqi,43.801,87.6005,19.53,40,0,1.0,CN,1694380453
233,saipan,15.1355,145.701,27.39,83,75,4.63,MP,1694380038
234,arkalyk,50.2486,66.9114,12.12,53,100,7.22,KZ,1694380453
235,khandyga,62.6667,135.6,2.17,98,100,1.67,RU,1694380454
236,junin,-34.5838,-60.9433,19.94,75,68,3.14,AR,1694380311
237,kone,-21.0595,164.8658,21.68,69,2,1.44,NC,1694380426
238,nikolayevsk-on-amure,53.1406,140.73,10.83,80,96,1.35,RU,1694380454
239,kurtamysh,54.9103,64.4319,9.22,82,62,3.0,RU,1694380454
240,naha,26.2125,127.6811,26.95,89,20,4.12,JP,1694380419
241,krasnokamensk,50.0979,118.0369,6.78,89,100,2.09,RU,1694380455
242,odda,60.0691,6.5457,18.76,96,94,2.55,NO,1694380455
243,al majaridah,19.1236,41.9111,33.11,45,100,0.59,SA,1694380455
244,zapolyarnyy,69.4154,30.8136,8.6,84,94,0.73,RU,1694380455
245,olinda,-8.0089,-34.8553,26.85,65,75,3.6,BR,1694380316
246,kruisfontein,-34.0033,24.7314,11.95,80,11,8.35,ZA,1694380456
247,porto novo,6.4965,2.6036,25.0,88,13,2.87,BJ,1694380235
248,barra de santo antonio,-9.4047,-35.5072,24.6,78,8,4.31,BR,1694380456
249,punta arenas,-53.15,-70.9167,4.06,93,100,6.17,CL,1694380442
250,gushu,31.5598,118.4829,24.99,92,82,1.54,CN,1694380457
251,fuding,27.3273,120.214,21.23,87,5,1.18,CN,1694380457
252,keflavik,64.0049,-22.5624,8.95,76,75,7.2,IS,1694380457
253,shakawe,-18.3667,21.85,21.52,15,1,1.99,BW,1694380457
254,yerofey pavlovich,53.9667,121.9667,5.21,80,98,1.22,RU,1694380458
255,xilin hot,43.9667,116.0333,8.35,91,34,2.75,CN,1694380458
256,codrington,-38.2667,141.9667,6.87,95,94,2.61,AU,1694380439
257,pont rouge,48.8833,-72.0825,21.06,59,56,0.8,CA,1694380458
258,tocopilla,-22.092,-70.1979,19.53,73,37,1.1,CL,1694380433
259,sinmak,38.4167,126.2333,18.88,88,82,0.5,KP,1694380459
260,kitimat,54.0524,-128.6534,24.85,42,63,2.02,CA,1694380222
261,itupiranga,-5.1347,-49.3267,34.18,43,51,1.85,BR,1694380397
262,port alfred,-33.5906,26.891,16.21,86,98,1.34,ZA,1694380417
263,traverse city,44.7631,-85.6206,20.06,78,100,2.57,US,1694380280
264,midvagur,62.0511,-7.1939,10.46,100,100,4.12,FO,1694380450
265,manicore,-5.8092,-61.3003,35.97,44,0,2.57,BR,1694380460
266,patnanungan,14.7833,122.1833,27.32,83,77,4.14,PH,1694380460
267,cam pha mines,21.0167,107.3,24.4,90,75,1.81,VN,1694380460
268,concepcion,-36.827,-73.0498,13.89,100,100,4.12,CL,1694380460
269,montagu,-40.7667,144.9667,7.11,80,100,2.5,AU,1694380461
270,mount pearl,47.5166,-52.7813,23.58,85,40,4.63,CA,1694380461
271,port mathurin,-19.6833,63.4167,22.83,72,58,9.22,MU,1694380439
272,oranjemund,-28.55,16.4333,13.23,79,47,6.17,NA,1694380461
273,mikhaylovskoye,51.8239,79.7172,15.68,58,87,5.13,RU,1694380461
274,klaksvik,62.2266,-6.589,10.51,87,100,6.53,FO,1694380462
275,okhotsk,59.3833,143.3,6.08,58,0,5.39,RU,1694380462
276,lata,40.1629,-8.3327,18.84,97,68,0.16,PT,1694380434
277,bikenibeu village,1.3673,173.1241,28.98,79,40,2.06,KI,1694380462
278,copiapo,-27.3667,-70.3333,30.27,10,100,3.24,CL,1694380111
279,xinyuan,37.3,99.0,4.87,88,100,1.45,CN,1694380463
280,itoman,26.1247,127.6694,27.01,89,20,4.12,JP,1694380463
281,krasnokamsk,58.0802,55.7541,12.09,76,88,3.21,RU,1694380463
282,maumere,-8.6199,122.2111,25.03,84,16,2.05,ID,1694380463
283,byron bay,-28.65,153.6167,12.62,73,76,4.22,AU,1694380463
284,mbuji-mayi,-6.15,23.6,23.15,84,86,0.86,CD,1694380464
285,fredericton,45.9454,-66.6656,24.91,74,100,1.54,CA,1694380464
286,walvis bay,-22.9575,14.5053,12.83,74,0,7.69,NA,1694380464
287,puerto madero,14.7208,-92.4215,33.11,66,20,2.57,MX,1694380464
288,tosontsengel,48.7567,98.2839,1.85,54,28,0.66,MN,1694380464
289,laplace,30.0666,-90.4801,33.88,46,0,0.0,US,1694380465
290,khamharia,20.9833,82.2667,23.82,96,80,1.6,IN,1694380465
291,sirjan,29.452,55.6814,26.2,33,13,3.87,IR,1694380465
292,mirny,62.5353,113.9611,1.16,67,82,1.97,RU,1694380465
293,port blair,11.6667,92.75,26.02,89,100,4.12,IN,1694380440
294,nar'yan-mar,67.6713,53.087,11.43,88,24,5.09,RU,1694380436
295,bubaque,11.2833,-15.8333,27.49,80,87,5.24,GW,1694380466
296,zaozhuang,34.8647,117.5542,20.96,83,100,1.06,CN,1694380466
297,tromso,69.6496,18.957,10.01,87,75,8.75,NO,1694380441
298,chiba,35.6047,140.1233,28.88,98,99,1.95,JP,1694380232
299,yanykurgan,43.915,67.2481,22.04,23,16,2.7,KZ,1694380468
300,playa de san juan,38.3719,-0.4153,25.33,79,40,5.66,ES,1694380468
301,plouzane,48.3833,-4.6167,18.1,94,75,2.57,FR,1694380469
302,ebon,4.582,168.6964,28.38,73,94,3.37,MH,1694380469
303,magong,23.5654,119.5863,26.25,82,11,1.91,TW,1694380469
304,vicente guerrero,19.1194,-98.1708,23.66,46,57,2.4,MX,1694380469
305,naze,28.3667,129.4833,22.51,78,62,2.02,JP,1694380457
306,macapa,0.0389,-51.0664,30.99,66,40,7.2,BR,1694380470
307,umluj,25.0213,37.2685,30.36,60,90,2.73,SA,1694380470
308,salekhard,66.53,66.6019,9.62,75,92,3.75,RU,1694380471
309,saldanha,-33.0117,17.9442,11.5,58,99,6.47,ZA,1694380469
310,nantucket,41.2835,-70.0995,24.52,94,99,2.95,US,1694380372
311,erdek,40.3996,27.7935,22.15,60,20,10.29,TR,1694380471
312,bom jesus,-9.0744,-44.3586,31.49,22,3,2.62,BR,1694380471
313,los frentones,-26.4077,-61.4137,33.79,33,1,2.7,AR,1694380472
314,adrar,20.5022,-10.0711,31.4,40,79,8.09,MR,1694380472
315,chingirlau,51.095,54.0814,9.64,88,57,3.03,KZ,1694380472
316,tynda,55.1667,124.7167,1.37,89,94,1.4,RU,1694380473
317,arno,60.1167,18.6333,18.21,91,43,2.35,SE,1694380473
318,colonel hill,22.7667,-74.2167,29.35,77,11,6.35,BS,1694380473
319,norilsk,69.3535,88.2027,10.79,98,100,2.61,RU,1694380473
320,gebeit,21.0667,36.3167,30.17,34,1,1.01,SD,1694380473
321,sinop,41.7711,34.8709,9.33,86,14,1.35,TR,1694380433
322,dampit,-8.2116,112.7493,19.28,86,87,1.79,ID,1694380474
323,dalandzadgad,43.5708,104.425,10.92,46,5,1.38,MN,1694380474
324,tarko-sale,64.9225,77.785,12.78,69,100,3.58,RU,1694380474
325,katsuura,35.1333,140.3,25.76,89,100,1.55,JP,1694380474
326,pisco,-13.7,-76.2167,22.03,64,0,5.14,PE,1694380475
327,mkushi,-13.6202,29.3939,19.48,30,0,1.87,ZM,1694380475
328,mogocha,53.7333,119.7667,2.36,94,39,1.42,RU,1694380475
329,pathardi,19.1667,75.1833,22.88,88,95,3.0,IN,1694380475
330,konarka,19.9,86.1167,27.22,85,67,3.47,IN,1694380475
331,sao gabriel da cachoeira,-0.1303,-67.0892,29.71,64,73,0.23,BR,1694380476
332,natal,-5.795,-35.2094,26.12,78,20,5.14,BR,1694380453
333,sebastopol,44.6,33.5333,14.44,40,0,3.43,UA,1694380476
334,laojunmiao,39.8333,97.7333,15.44,34,0,2.14,CN,1694380476
335,reggane,26.7158,0.1714,38.08,15,67,5.31,DZ,1694380477
336,bardai,11.65,7.2333,24.5,81,15,3.76,NG,1694380477
337,ganshui,28.7422,106.7111,25.11,74,58,1.5,CN,1694380477
338,nuku'alofa,-21.1333,-175.2,24.19,73,20,7.72,TO,1694380477
339,tazacorte,28.629,-17.9293,24.54,82,75,3.09,ES,1694380473
340,tamanrasset,22.785,5.5228,25.95,53,40,4.63,DZ,1694380450
341,ad dilam,23.9915,47.1627,35.23,13,5,1.1,SA,1694380478
342,lazaro cardenas,17.9583,-102.2,30.92,65,16,3.42,MX,1694380478
343,hammerfest,70.6634,23.6821,10.25,81,75,8.23,NO,1694380478
344,rabaul,-4.1967,152.1721,25.56,84,69,5.09,PG,1694380478
345,port elizabeth,-33.918,25.5701,14.16,88,40,7.72,ZA,1694380459
346,sairang,23.8,92.6667,23.95,99,100,0.97,IN,1694380484
347,sake,-1.5736,29.045,17.83,95,100,0.44,CD,1694380484
348,abhar,36.1468,49.218,13.39,87,77,3.17,IR,1694380484
349,ugoofaaru,5.6667,73.0,27.22,79,100,4.49,MV,1694380484
350,tobelo,1.7284,128.0095,25.81,85,100,1.91,ID,1694380484
351,cole harbour,44.6724,-63.4751,24.54,85,71,3.6,CA,1694380485
352,sola,-13.8833,167.55,27.37,74,75,0.0,VU,1694380468
353,nongstoin,25.5167,91.2667,19.57,97,100,1.02,IN,1694380485
354,tura,25.5198,90.2201,24.46,94,100,0.51,IN,1694380485
355,bichura,50.5881,107.6022,3.62,89,7,1.57,RU,1694380486
356,nouadhibou,20.931,-17.0347,25.99,65,4,4.12,MR,1694380486
357,tomatlan,19.9333,-105.25,32.74,61,9,4.19,MX,1694380426
358,san antonio de pale,-1.4014,5.6325,23.92,86,58,4.28,GQ,1694380453
359,yelizovo,53.1873,158.3805,9.08,75,20,2.0,RU,1694380486
360,tolanaro,-25.0319,46.9987,21.41,82,0,7.4,MG,1694380458
361,fort st. john,56.2499,-120.8529,22.94,38,0,4.12,CA,1694380487
362,poplar bluff,36.757,-90.3929,28.85,50,0,3.09,US,1694380220
363,glendive,47.1053,-104.7125,22.61,59,0,2.57,US,1694380487
364,colonia,50.9333,6.95,24.98,78,0,0.51,DE,1694380487
