City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
365,bhimunipatnam,17.8833,83.4333,27.31,85,88,2.52,IN,1694380488
366,hadibu,12.65,54.0333,26.41,80,88,7.96,YE,1694380488
367,yarmouth,41.7057,-70.2286,25.01,91,100,3.58,US,1694380488
368,el fasher,13.6279,25.3494,30.78,45,81,7.83,SD,1694380199
369,salalah,17.0151,54.0924,27.23,84,100,2.63,OM,1694380428
370,aktau,43.65,51.2,16.32,54,28,11.15,KZ,1694380489
371,khorugh,37.4897,71.553,14.71,27,0,0.98,TJ,1694380489
372,olyokminsk,60.3736,120.4264,4.07,97,100,0.87,RU,1694380489
373,plastun,44.7561,136.2939,15.9,85,100,0.83,RU,1694380490
374,otjiwarongo,-20.4637,16.6477,17.16,39,69,3.33,NA,1694380490
375,puerto lleras,3.0223,-73.4044,23.56,97,99,1.8,CO,1694380491
376,labasa,-16.4167,179.3833,25.89,70,33,3.56,FJ,1694380491
377,mermoz boabab,14.7065,-17.4758,28.31,82,94,2.48,SN,1694380491
378,tapachula,14.9,-92.2833,32.29,66,20,2.57,MX,1694380492
379,shinas,24.7433,56.4658,30.14,74,6,2.02,OM,1694380493
380,temozon,20.8,-88.2167,34.05,57,100,1.89,MX,1694380493
381,sinabang,2.4803,96.3801,26.57,81,100,3.84,ID,1694380493
382,carmo do paranaiba,-19.0008,-46.3161,23.88,32,0,3.26,BR,1694380494
383,jean-rabel,19.8533,-73.1917,31.27,66,25,5.36,HT,1694380494
384,lamar,33.6668,-95.5836,33.88,35,0,0.0,US,1694380494
385,ambon,-3.6954,128.1814,27.15,95,75,3.6,ID,1694380494
386,coronel dorrego,-38.7187,-61.2873,16.74,47,100,3.82,AR,1694380495
387,sabang,5.8933,95.3214,27.86,74,100,5.75,ID,1694380495
388,caorle,45.5966,12.8758,22.23,61,20,1.62,IT,1694380495
389,belyy yar,53.6039,91.3903,5.94,93,0,0.0,RU,1694380445
390,vilyuysk,63.7553,121.6247,2.8,97,100,1.95,RU,1694380454
391,gao,16.6362,1.637,36.41,30,52,3.28,ML,1694380496
392,goure,13.9835,10.2704,33.51,38,76,4.41,NE,1694380496
393,la sarre,48.8002,-79.1996,19.29,47,100,1.22,CA,1694380496
394,polyarnyye zori,67.3661,32.4981,12.04,90,88,1.29,RU,1694380496
395,haimen,23.1935,116.6142,23.94,87,74,1.24,CN,1694380496
396,sao vicente,-23.9631,-46.3919,24.1,26,70,0.45,BR,1694380208
397,kodar,16.9833,79.9667,24.59,91,100,5.66,IN,1694380497
398,sao manuel,-22.7311,-48.5706,26.56,38,4,2.79,BR,1694380497
399,aral,40.5156,81.2636,23.68,23,59,4.73,CN,1694380497
400,amungan,15.3652,119.9582,25.93,86,91,0.89,PH,1694380498
401,carutapera,-1.195,-46.02,27.08,78,9,4.84,BR,1694380498
402,saynshand,44.8824,110.1163,10.35,57,4,2.96,MN,1694380433
403,cuito,-12.3833,16.9333,18.08,19,0,1.49,AO,1694380498
404,azemmour,33.2895,-8.3425,22.13,84,91,2.12,MA,1694380498
405,cambria,35.5641,-121.0808,37.15,55,13,5.88,US,1694380499
406,qulsary,46.9531,54.0198,14.25,75,100,4.88,KZ,1694380499
407,yeniseysk,58.4497,92.1703,8.86,69,100,1.34,RU,1694380499
408,turtas,58.9417,69.1325,8.91,85,9,2.22,RU,1694380499
409,doka,13.5167,35.7667,24.16,91,76,2.42,SD,1694380499
410,eynesil,41.0645,39.1438,17.76,75,76,3.54,TR,1694380500
411,muang xay,20.7,101.9833,20.91,99,82,0.6,LA,1694380500
412,nur-sultan,51.1801,71.446,6.97,93,0,5.0,KZ,1694380500
413,selfoss,63.9331,-20.9971,7.8,83,98,3.38,IS,1694380500
414,saint-pierre,-21.3393,55.4781,19.82,73,0,3.6,RE,1694380446
415,hawera,-39.5917,174.2833,12.4,81,83,7.29,NZ,1694380211
416,garissa,-0.4536,39.6401,24.86,76,8,9.08,KE,1694380501
417,terre haute,39.4667,-87.4139,27.92,51,0,1.54,US,1694380263
418,markovo,57.3206,107.0881,3.37,91,77,1.28,RU,1694380501
419,kidal,18.4411,1.4078,33.94,29,91,3.07,ML,1694380502
420,williams lake,52.1415,-122.1445,29.47,27,40,8.23,CA,1694380426
421,cidade velha,14.9167,-23.6167,27.26,89,75,3.09,CV,1694380503
422,ploudalmezeau,48.5333,-4.65,18.21,94,75,2.57,FR,1694380503
423,faro,37.0194,-7.9322,21.09,94,0,3.09,PT,1694380504
424,lepsy,46.235,78.9456,19.45,67,8,3.13,KZ,1694380504
425,lobatse,-25.2167,25.6667,21.51,19,2,2.44,BW,1694380504
426,fukagawa,43.7081,142.0392,20.38,93,99,1.03,JP,1694380505
427,bodaybo,57.8506,114.1933,3.64,88,100,0.47,RU,1694380505
428,letlhakeng,-24.0944,25.0298,22.88,18,0,3.22,BW,1694380278
429,arraial do cabo,-22.9661,-42.0278,22.92,88,40,3.09,BR,1694380279
430,mahina,-17.5065,-149.489,25.87,83,100,3.09,PF,1694380451
431,nova sintra,14.8667,-24.7167,24.42,78,94,4.26,CV,1694380447
432,hasaki,35.7333,140.8333,25.16,88,100,2.36,JP,1694380452
433,as sanamayn,33.0723,36.1838,22.82,78,0,6.18,SY,1694380506
434,vikulovo,56.8167,70.6107,12.47,82,95,2.46,RU,1694380507
435,north platte,41.1239,-100.7654,18.4,92,100,1.54,US,1694380507
436,san andres,12.5847,-81.7006,32.01,66,20,5.66,CO,1694380289
437,prado,-17.3411,-39.2208,22.96,77,3,3.53,BR,1694380507
438,ondangwa,-17.9167,15.95,23.48,21,6,5.98,NA,1694380508
439,luanda,-8.8368,13.2343,23.0,73,75,2.57,AO,1694380231
440,calvinia,-31.4707,19.776,6.33,87,80,7.11,ZA,1694380508
441,nago,26.5881,127.9761,26.24,85,17,1.78,JP,1694380508
442,creel,27.75,-107.6333,27.87,15,3,4.08,MX,1694380508
443,praia da vitoria,38.7333,-27.0667,22.14,83,20,1.25,PT,1694380492
444,madinat ash shamal,26.1293,51.2009,32.44,64,6,2.97,QA,1694380509
445,vernon,50.2581,-119.2691,32.09,21,0,1.03,CA,1694380498
446,alta,69.9689,23.2717,8.99,73,0,4.12,NO,1694380509
447,rio claro,-22.4114,-47.5614,28.0,59,63,1.28,BR,1694380510
448,jinhua,29.1078,119.6547,21.69,84,48,1.3,CN,1694380510
449,an nabk,34.0255,36.7284,18.74,71,0,1.06,SY,1694380510
450,serowe,-22.3833,26.7167,21.96,21,0,2.62,BW,1694380510
451,fort mcmurray,56.7268,-111.381,23.77,40,0,7.2,CA,1694379909
452,vorgashor,67.5833,63.95,8.71,86,100,4.3,RU,1694380511
453,sena madureira,-9.0656,-68.6569,35.73,34,59,1.73,BR,1694380419
454,siwa oasis,29.2041,25.5195,28.51,41,9,6.78,EG,1694380511
455,beichengqu,40.4394,113.1536,15.61,70,83,1.59,CN,1694380511
456,heyuan,23.7333,114.6833,23.94,96,100,0.74,CN,1694380512
457,brandon,27.9378,-82.2859,35.14,59,0,2.57,US,1694380512
458,samalut,28.3121,30.7101,32.2,25,0,3.79,EG,1694380512
459,batang,-6.4846,110.7083,23.9,71,4,3.08,ID,1694380512
460,flin flon,54.7682,-101.865,17.91,48,75,2.06,CA,1694380513
461,male,4.1748,73.5089,28.97,84,75,5.66,MV,1694380513
462,loukhi,66.0764,33.0381,15.42,85,100,2.71,RU,1694380515
463,wytheville,36.9484,-81.0848,21.94,85,89,0.45,US,1694380452
464,villa rica,33.7321,-84.9191,31.88,58,21,0.45,US,1694380515
465,pamekasan,-7.1568,113.4746,24.74,76,27,2.17,ID,1694380515
466,awjilah,29.1081,21.2869,24.53,64,0,9.33,LY,1694380516
467,buharkent,37.964,28.7427,24.29,33,22,3.07,TR,1694380516
468,buala,-8.145,159.5921,26.55,81,66,4.14,SB,1694380516
469,enoch,37.7733,-113.0244,22.14,50,100,4.63,US,1694380516
470,el colomo,19.05,-104.25,31.99,69,15,3.95,MX,1694380517
471,kourou,5.1552,-52.6478,30.03,74,71,4.63,GF,1694380517
472,esperanza,19.5847,-70.9849,32.32,71,25,1.34,DO,1694380517
473,charters towers,-20.1,146.2667,16.1,92,43,3.99,AU,1694380442
474,paradip garh,20.3167,86.6167,27.96,86,47,3.32,IN,1694380517
475,lorengau,-2.0226,147.2712,26.18,85,98,2.77,PG,1694380518
476,illizi,26.4833,8.4667,28.89,19,0,3.59,DZ,1694380518
477,matthew town,20.95,-73.6667,30.4,73,54,5.2,BS,1694380518
478,shahrud,36.4182,54.9763,18.17,70,1,5.77,IR,1694380519
479,mukalla,14.5425,49.1242,31.27,61,55,1.02,YE,1694380519
480,vargashi,55.3556,65.8467,10.61,76,20,3.54,RU,1694380519
481,ulsteinvik,62.3432,5.8487,15.42,85,100,1.34,NO,1694380486
482,pandan,14.0453,124.1694,26.06,85,50,1.53,PH,1694380432
483,ghadamis,30.1337,9.5007,29.59,29,27,2.88,LY,1694380520
484,san fernando,15.0286,120.6898,25.85,94,100,0.49,PH,1694380520
485,voi,-3.3945,38.563,21.27,83,26,4.49,KE,1694380520
486,tabuk,17.4189,121.4443,22.95,92,100,1.13,PH,1694380520
487,faya-largeau,17.9257,19.1043,38.94,15,100,6.34,TD,1694380521
488,manokwari,-0.8667,134.0833,23.5,94,100,1.64,ID,1694380521
489,vyritsa,59.4078,30.3481,14.74,78,100,1.86,RU,1694380521
490,ambovombe,-25.1667,46.0833,21.94,71,0,1.18,MG,1694380521
491,sao joao da barra,-21.6403,-41.0511,24.05,87,0,7.09,BR,1694380455
492,samtse,26.899,89.0995,24.49,88,28,1.84,BT,1694380522
493,moranbah,-22.0016,148.0466,14.07,87,0,5.27,AU,1694380522
494,nagqu,31.5,92.0,4.02,96,100,2.2,CN,1694380522
495,sisak,45.4661,16.3783,16.99,63,10,0.86,HR,1694380522
496,tengrela,10.4869,-6.4097,23.68,89,64,2.06,CI,1694380523
497,taunggyi,20.7833,97.0333,17.41,98,100,1.41,MM,1694380523
498,neuenkirch,47.0999,8.2042,20.61,85,19,0.0,CH,1694380523
499,piotrkow kujawski,52.5511,18.4991,20.1,53,0,0.34,PL,1694380524
500,vanino,49.0869,140.2543,13.96,73,100,1.11,RU,1694380524
501,suva,-18.1416,178.4415,26.71,69,40,3.6,FJ,1694380524
502,kiliya,45.4552,29.2637,13.28,55,0,0.59,UA,1694380524
503,kuqa,41.7278,82.9364,23.61,25,65,1.17,CN,1694380525
504,halden,59.1226,11.3871,17.24,98,35,2.64,NO,1694380525
505,srandakan,-7.9386,110.2506,20.82,89,32,1.61,ID,1694380525
506,chongwe,-15.3292,28.682,21.32,31,0,1.74,ZM,1694380525
507,kyzyl-suu,42.3414,78.0056,16.17,47,85,3.35,KG,1694380526
508,hunstanton,52.95,0.5,20.91,95,70,1.58,GB,1694380526
509,grand falls-windsor,48.9332,-55.6649,14.27,92,92,3.59,CA,1694380340
510,quellon,-43.1167,-73.6167,12.14,62,0,2.57,CL,1694380518
511,borkum,53.5809,6.6915,22.97,88,89,5.56,DE,1694380526
512,muscat,23.6139,58.5922,31.4,57,19,0.78,OM,1694380527
513,hidalgo,20.5,-99.0,24.71,33,0,9.17,MX,1694380527
514,bereznik,62.8551,42.7072,9.27,95,1,1.95,RU,1694380527
515,ancud,-41.8697,-73.8203,9.24,82,50,4.32,CL,1694380418
516,soe,-9.8607,124.284,17.7,87,6,2.3,ID,1694380528
517,fisterra,42.9049,-9.2629,19.45,87,49,2.45,ES,1694380528
518,madimba,-10.4,40.3333,23.46,84,44,2.56,TZ,1694380528
519,minas de marcona,-15.2119,-75.1103,19.11,55,26,4.98,PE,1694380451
520,kiunga,-6.1219,141.2906,22.15,99,100,1.44,PG,1694380529
521,hami,42.8,93.45,22.19,23,100,2.62,CN,1694380529
522,cottage grove,44.8277,-92.9438,23.49,58,75,4.12,US,1694380400
523,kushiro,42.975,144.3747,19.14,97,87,1.2,JP,1694380529
524,pula,44.8683,13.8481,25.55,60,0,1.54,HR,1694380530
525,mount gambier,-37.8333,140.7667,5.62,97,89,1.88,AU,1694380530
526,twon-brass,4.3151,6.2418,26.21,86,63,4.26,NG,1694380530
527,jumla,29.2747,82.1838,15.62,89,100,1.22,NP,1694380530
528,ibarreta,-25.2144,-59.8585,32.79,44,16,4.25,AR,1694380531
529,gasa,31.5,34.4667,26.35,72,0,1.47,PS,1694380531
530,ribeira brava,32.65,-17.0667,23.17,65,33,3.18,PT,1694380531
531,new plymouth,-39.0667,174.0833,11.84,78,100,8.63,NZ,1694380273
532,tame,6.461,-71.73,26.09,89,81,2.0,CO,1694380532
533,aiquile,-18.2041,-65.1807,26.26,18,0,6.77,BO,1694380532
534,moose jaw,50.4001,-105.5344,24.14,17,35,1.54,CA,1694380532
535,puerto ayacucho,5.6639,-67.6236,31.23,68,80,1.19,VE,1694380530
536,tazovsky,67.4667,78.7,9.66,84,100,5.56,RU,1694380455
537,guayaramerin,-10.8368,-65.3614,30.46,50,89,1.57,BO,1694380533
538,revda,56.801,59.9303,8.93,94,100,4.37,RU,1694380533
539,nyurba,63.2842,118.3319,0.49,97,100,2.07,RU,1694380533
540,kegen,43.0197,79.2203,12.21,58,79,2.85,KZ,1694380533
541,champua,22.0833,85.6667,24.46,93,26,1.66,IN,1694380534
542,mar del plata,-38.0023,-57.5575,16.01,78,75,3.6,AR,1694380463
543,impfondo,1.6381,18.0667,22.87,90,15,1.34,CG,1694380534
544,kuta,-8.7233,115.1723,25.97,88,40,3.13,ID,1694380534
545,bassar,9.25,0.7833,22.72,92,86,1.33,TG,1694380535
546,frostburg,39.6581,-78.9284,22.58,75,0,0.0,US,1694380271
547,cassilandia,-19.1133,-51.7342,32.08,25,0,2.79,BR,1694380535
548,medina,24.4686,39.6142,36.24,30,40,4.63,SA,1694380502
549,boguchany,58.3814,97.4531,3.49,82,22,0.73,RU,1694380536
550,emerald,-23.5333,148.1667,12.3,36,0,4.14,AU,1694380302
551,huarmey,-10.0681,-78.1522,21.81,74,8,4.34,PE,1694380537
552,kargalinskaya,43.7417,46.4792,15.17,51,5,6.72,RU,1694380537
553,myanaung,18.2833,95.3167,24.61,98,100,1.66,MM,1694380537
554,nuuk,64.1835,-51.7216,3.34,93,100,2.57,GL,1694380538
555,zeya,53.75,127.2667,7.9,92,100,2.38,RU,1694380538
556,ha'il,27.5219,41.6907,33.01,19,20,2.06,SA,1694380538
557,cedeira,43.6797,-8.0209,19.43,81,100,2.55,ES,1694380539
558,ylitornio,66.3089,23.6773,9.23,74,10,2.19,FI,1694380539
559,kashgar,39.4547,75.9797,23.56,23,0,6.0,CN,1694380539
560,yuzhno-kurilsk,44.0306,145.8556,16.84,95,76,1.95,RU,1694380540
561,mili,6.0815,171.735,28.54,75,70,4.7,MH,1694380540
562,shwebo,22.5667,95.7,25.76,87,100,3.73,MM,1694380540
563,villa de cos,23.2833,-102.35,28.55,19,5,7.96,MX,1694380541
564,orcopampa,-15.2661,-72.3417,15.97,21,67,3.93,PE,1694380541
565,medvezh'yegorsk,62.9167,34.4667,11.56,95,5,1.98,RU,1694380541
566,mezhdurechenskiy,59.6,65.9333,9.25,84,15,2.12,RU,1694380541
567,novodvinsk,64.4165,40.8122,10.34,92,7,2.42,RU,1694380542
568,garoowe,8.4054,48.4845,26.62,62,76,12.3,SO,1694380542
569,pedernales,18.0384,-71.744,30.48,68,51,2.13,DO,1694380542
570,road town,18.4167,-64.6167,32.05,66,20,4.12,VG,1694380542
571,busko-zdroj,50.4708,20.7188,18.94,64,0,1.91,PL,1694380543
572,arish,31.1316,33.7984,26.01,74,0,2.03,EG,1694380543
